transaction_date,transaction_barcode,item_number,description,description2,combined_description,item_unit_price
2023-06-19,21133400600192306191050,28251,ORZO PASTA,PASTA SALAD,ORZO PASTA PASTA SALAD,6.49
2023-06-19,21133400600192306191050,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2023-06-19,21133400600192306191050,305692,/ 260509,,,0
2023-06-19,21133400600192306191050,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-06-19,21133400600192306191050,4165758,KS COLD BREW,12X325ML P196,KS COLD BREW 12X325ML P196,14.99
2023-06-19,21133400600192306191050,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,7.49
2023-06-19,21133400600192306191050,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-06-19,21133400600192306191050,460862,VAR SLICED,ANDERSON T7H10 SL90,VAR SLICED ANDERSON T7H10 SL90,9.79
2023-06-19,21133400600192306191050,568915,ORG CUCUMBER,,,5.99
2023-06-19,21133400600192306191050,33666,BEEF RIBEYE,BONELESS USDA CHOICE,BEEF RIBEYE BONELESS USDA CHOICE,12.99
2023-06-19,21133400600192306191050,1634440,MIX BOUQUET,,,16.99
2023-06-19,21133400600192306191050,30205,SALMON,FILLET FARM RAISED,SALMON FILLET FARM RAISED,10.99
2023-06-19,21133400600192306191050,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.89
2023-06-19,21133400600192306191050,938492,KS KETTLE,HMLYN SLT P120 T40H3,KS KETTLE HMLYN SLT P120 T40H3,6.29
2023-06-19,21133400600192306191050,21020,VINE TOMATO,,,6.99
2023-06-19,21133400600192306191050,1434832,CANDY GRAPE,ORG RED CANDY SNAP GRAPE,CANDY GRAPE ORG RED CANDY SNAP GRAPE,9.99
2023-06-02,21133420300102306021013,1634440,MIX BOUQUET,,,16.99
2023-06-02,21133420300102306021013,1268182,NY PASTRAMI,MEAL MART T7H10 SL60,NY PASTRAMI MEAL MART T7H10 SL60,12.99
2023-06-02,21133420300102306021013,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-02-05,21133400700152302051034,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2023-02-05,21133400700152302051034,800182,BREAD ITALIA,SCHMIDT         SL9,BREAD ITALIA SCHMIDT         SL9,3.99
2023-02-05,21133400700152302051034,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-02-05,21133400700152302051034,17387,"MSN FLOUR 8""",BBS SL 45 DAYS,"MSN FLOUR 8"" BBS SL 45 DAYS",4.99
2023-02-05,21133400700152302051034,1461056,BABY CUKE,,,6.99
2023-02-05,21133400700152302051034,1290439,KS NUTBUTTER,765G T10H6 P720,KS NUTBUTTER 765G T10H6 P720,6.99
2023-02-05,21133400700152302051034,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,7.49
2023-02-05,21133400700152302051034,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,20.99
2023-02-05,21133400700152302051034,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-02-05,21133400700152302051034,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-02-05,21133400700152302051034,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.29
2023-02-05,21133400700152302051034,47739,DRUMSTICKS,,,0.99
2023-02-05,21133400700152302051034,1136340,ORG DIS APPL,GALA,ORG DIS APPL GALA,5.39
2023-02-05,21133400700152302051034,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-10-27,21133401000832310271144,21046,TOMATO MEDLE,,,6.59
2023-10-27,21133401000832310271144,1266604,647 ITALIAN,LOW CARB BREAD,647 ITALIAN LOW CARB BREAD,6.69
2023-10-27,21133401000832310271144,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-10-27,21133401000832310271144,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-10-27,21133401000832310271144,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,7.99
2023-10-27,21133401000832310271144,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2023-10-27,21133401000832310271144,1725186,PACGLDJERKY,16OZ T5H3 P315/T60 SL180,PACGLDJERKY 16OZ T5H3 P315/T60 SL180,15.99
2023-10-27,21133401000832310271144,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2023-10-27,21133401000832310271144,1759686,CRNALMDBARK,,,9.99
2023-10-27,21133401000832310271144,17767,KS COFFEE,1.36K GROUND P252,KS COFFEE 1.36K GROUND P252,12.99
2023-10-27,21133401000832310271144,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,1.99
2023-10-27,21133401000832310271144,9929,KS CHIC TORT,2/830ML CNSL50  SL60 10X4,KS CHIC TORT 2/830ML CNSL50  SL60 10X4,8.99
2023-10-27,21133401000832310271144,8258,ASIAN CASHEW,2PK,ASIAN CASHEW 2PK,6.99
2023-10-27,21133401000832310271144,48600,TURKEY,1.75 RW    T10H4    SL50,TURKEY 1.75 RW    T10H4    SL50,7.99
2023-10-27,21133401000832310271144,87745,ROTISSERIE,USDA GRADE A,ROTISSERIE USDA GRADE A,4.99
2023-10-27,21133401000832310271144,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.69
2023-10-27,21133401000832310271144,568915,ORG CUCUMBER,,,5.99
2023-10-27,21133401000832310271144,1136340,ORG DIS APPL,GALA,ORG DIS APPL GALA,4.99
2023-10-27,21133401000832310271144,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2023-10-27,21133401000832310271144,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.49
2023-10-27,21133401000832310271144,8297,MEX STR CORN,2PK,MEX STR CORN 2PK,7.99
2023-10-27,21133401000832310271144,18600,MANDARINS,2.27 KG / 5 LBS,MANDARINS 2.27 KG / 5 LBS,6.99
2023-10-27,21133401000832310271144,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2023-10-27,21133401000832310271144,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-10-27,21133401000832310271144,57554,BLUEBERRIES,510 G / 18 OZ,BLUEBERRIES 510 G / 18 OZ,8.49
2023-07-31,21133400701202307311220,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2023-07-31,21133400701202307311220,1142830,ORG MEDITERR,,,8.49
2023-07-31,21133400701202307311220,1645476,POMPEIAN EVO,EVOO 2L T78H4 SL435,POMPEIAN EVO EVOO 2L T78H4 SL435,15.99
2023-07-31,21133400701202307311220,36712,U-15 SHRIMP,FARM RAISED,U-15 SHRIMP FARM RAISED,37.99
2023-07-31,21133400701202307311220,1474436,KS TRAIL MIX,SL150 C10T6H4 P240,KS TRAIL MIX SL150 C10T6H4 P240,12.99
2023-07-31,21133400701202307311220,864984,SUMMER PASTA,SUMMER VTY 6/1.1LB   P144,SUMMER PASTA SUMMER VTY 6/1.1LB   P144,10.69
2023-07-31,21133400701202307311220,308417,/864984,,,0
2023-07-31,21133400701202307311220,1726318,SALMON SUSHI,HANA SL1D 30C 4T2H 240P,SALMON SUSHI HANA SL1D 30C 4T2H 240P,16.79
2023-07-31,21133400701202307311220,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.29
2023-07-31,21133400701202307311220,5276,RED GRAPES,1.36 KG / 3 LB,RED GRAPES 1.36 KG / 3 LB,5.99
2023-07-31,21133400701202307311220,3923,LIMES 3 LB.,1.36 KG / 3 LB.,LIMES 3 LB. 1.36 KG / 3 LB.,4.99
2023-07-31,21133400701202307311220,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.49
2023-07-31,21133400701202307311220,1263833,D&W ORG TURK,C=14 4T11H SL=35,D&W ORG TURK C=14 4T11H SL=35,18.99
2023-07-31,21133400701202307311220,43221,ATL COD,FILLET,ATL COD FILLET,9.99
2023-07-31,21133400701202307311220,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-07-31,21133400701202307311220,45510,ST. LOUIS,RIBS,ST. LOUIS RIBS,7.99
2023-07-31,21133400701202307311220,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2023-07-31,21133400701202307311220,21046,TOMATO MEDLE,,,6.69
2023-07-31,21133400701202307311220,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2023-07-31,21133400701202307311220,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-07-31,21133400701202307311220,1461056,BABY CUKE,,,5.99
2023-07-31,21133400701202307311220,1162288,KS ORG EVOO,EV OLIVE OIL 1L SL340P672,KS ORG EVOO EV OLIVE OIL 1L SL340P672,14.99
2025-05-02,21133412200132505021113,44478,BEEF RIB EYE,BONELESS  USDA CHOICE,BEEF RIB EYE BONELESS  USDA CHOICE,15.99
2023-04-20,21133400903382304201530,1461056,BABY CUKE,,,5.99
2023-04-20,21133400903382304201530,303285,FOUR CHEESE,16/2LBS SL90    T10H5,FOUR CHEESE 16/2LBS SL90    T10H5,10.29
2023-04-20,21133400903382304201530,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2023-04-20,21133400903382304201530,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,12.69
2023-04-20,21133400903382304201530,512599,**KS TOWEL**,P24 FQ/P20,**KS TOWEL** P24 FQ/P20,19.99
2023-04-20,21133400903382304201530,1150189,ORG SKINYPOP,T34H3 P102 SL110,ORG SKINYPOP T34H3 P102 SL110,7.49
2023-04-20,21133400903382304201530,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.39
2023-04-20,21133400903382304201530,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-04-20,21133400903382304201530,21046,TOMATO MEDLE,,,6.69
2023-04-20,21133400903382304201530,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2023-04-20,21133400903382304201530,1529345,ALM TORTILLA,20CT T6H5 P540 SL60,ALM TORTILLA 20CT T6H5 P540 SL60,11.89
2023-04-20,21133400903382304201530,7859,SMOKD SALMON,FOPPEN SL28 T8H5,SMOKD SALMON FOPPEN SL28 T8H5,12.99
2024-03-02,21133400702212403021410,26802,CRUMBLD FETA,LACTALIS T6H6 SL60,CRUMBLD FETA LACTALIS T6H6 SL60,7.59
2024-03-02,21133400702212403021410,1773119,**CHARMIN**,30/213 SHEET 835SQFT P30,**CHARMIN** 30/213 SHEET 835SQFT P30,29.99
2024-03-02,21133400702212403021410,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2024-03-02,21133400702212403021410,800182,BREAD ITALIA,SCHMIDT         SL9,BREAD ITALIA SCHMIDT         SL9,4.49
2024-03-02,21133400702212403021410,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.49
2024-03-02,21133400702212403021410,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2024-03-02,21133400702212403021410,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.49
2024-03-02,21133400702212403021410,21046,TOMATO MEDLE,,,6.59
2024-03-02,21133400702212403021410,568915,ORG CUCUMBER,,,5.99
2024-03-02,21133400702212403021410,1474436,KS TRAIL MIX,SL150 C10T6H4 P240,KS TRAIL MIX SL150 C10T6H4 P240,12.49
2024-03-02,21133400702212403021410,1711044,HAMANTASHEN,MANISCHEWITZ T4H4 P144,HAMANTASHEN MANISCHEWITZ T4H4 P144,12.99
2024-03-02,21133400702212403021410,545345,KS PISTACHIO,C13T6H4 P312 SL300,KS PISTACHIO C13T6H4 P312 SL300,13.99
2024-03-02,21133400702212403021410,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,4.99
2024-03-02,21133400702212403021410,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-03-02,21133400702212403021410,323676,/983491,,,0
2024-03-02,21133400702212403021410,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,9.99
2024-03-02,21133400702212403021410,1136479,BEEFJRKYMANG,MANGO HABANERO 16OZ P432,BEEFJRKYMANG MANGO HABANERO 16OZ P432,17.99
2024-03-02,21133400702212403021410,1199652,BUTER CROISS,,,5.99
2024-03-02,21133400702212403021410,30548,ORGANIC DRUM,SADDLEPACK,ORGANIC DRUM SADDLEPACK,1.99
2024-03-02,21133400702212403021410,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2024-03-02,21133400702212403021410,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-03-02,21133400702212403021410,376052,KS CHOCALMND,T6H5  P360 SL292,KS CHOCALMND T6H5  P360 SL292,14.79
2024-03-02,21133400702212403021410,6659,4LB HONYCRSP,,,6.99
2024-03-02,21133400702212403021410,1742835,**KS TOWEL**,P20/P40/P54 NO INNER POLY,**KS TOWEL** P20/P40/P54 NO INNER POLY,19.49
2024-03-02,21133400702212403021410,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-03-02,21133400702212403021410,1528128,PUMA BB5PK M,FY24           P336 HP168,PUMA BB5PK M FY24           P336 HP168,15.49
2024-03-02,21133400702212403021410,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.59
2024-03-02,21133400702212403021410,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2024-03-02,21133400702212403021410,323480,/1391546,,,0
2024-04-06,21133400401732404061437,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2024-04-06,21133400401732404061437,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-04-06,21133400401732404061437,21046,TOMATO MEDLE,,,6.59
2024-04-06,21133400401732404061437,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,6.99
2024-04-06,21133400401732404061437,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.59
2024-04-06,21133400401732404061437,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,8.49
2024-04-06,21133400401732404061437,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,9.99
2024-04-06,21133400401732404061437,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-04-06,21133400401732404061437,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2024-04-06,21133400401732404061437,326357,/ 106173,,,0
2024-04-06,21133400401732404061437,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.39
2024-04-06,21133400401732404061437,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2024-04-06,21133400401732404061437,8370,ORG MEDITERR,2PK,ORG MEDITERR 2PK,8.99
2024-04-06,21133400401732404061437,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2024-04-06,21133400401732404061437,568915,ORG CUCUMBER,,,5.99
2024-04-06,21133400401732404061437,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-04-06,21133400401732404061437,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2023-06-03,21133420300542306031111,1548648,FREEZIES,DEEBEES C12T5H5 P300,FREEZIES DEEBEES C12T5H5 P300,9.99
2023-06-03,21133420300542306031111,302490,/1548648,,,0
2023-06-03,21133420300542306031111,1489206,PRINGLES VTY,36/1.36OZ P56 SL450 T14H4,PRINGLES VTY 36/1.36OZ P56 SL450 T14H4,23.99
2023-06-03,21133420300542306031111,39595,SPECIAL CHOC,CHOCOLATE CAKE,SPECIAL CHOC CHOCOLATE CAKE,24.99
2023-06-03,21133420300542306031111,1013100,GLDFSH 45CT,SL140     P90,GLDFSH 45CT SL140     P90,12.99
2023-12-21,21133401001572312211341,45694,BAGUETTE,2 PACK,BAGUETTE 2 PACK,5.99
2023-12-21,21133401001572312211341,319788,/45694,,,0
2023-12-21,21133401001572312211341,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2023-12-21,21133401001572312211341,8258,ASIAN CASHEW,2PK,ASIAN CASHEW 2PK,6.99
2023-12-21,21133401001572312211341,21046,TOMATO MEDLE,,,6.59
2023-12-21,21133401001572312211341,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2023-12-21,21133401001572312211341,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2023-12-21,21133401001572312211341,36958,CHOC PEPBARK,,,9.99
2023-12-21,21133401001572312211341,320386,/  36958,,,0
2023-12-21,21133401001572312211341,3923,LIMES 3 LB.,1.36 KG / 3 LB.,LIMES 3 LB. 1.36 KG / 3 LB.,5.99
2023-12-21,21133401001572312211341,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2023-12-21,21133401001572312211341,568915,ORG CUCUMBER,,,5.99
2023-12-21,21133401001572312211341,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.49
2023-12-21,21133401001572312211341,782796,***KSWTR40PK,P48=SE   P56=PR,***KSWTR40PK P48=SE   P56=PR,3.99
2023-12-21,21133401001572312211341,1298989,CANDY SNAP,3LB SEEDLESS,CANDY SNAP 3LB SEEDLESS,8.99
2023-12-21,21133401001572312211341,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,5.99
2023-12-21,21133401001572312211341,121288,ORG BELLAS,,,5.99
2023-12-21,21133401001572312211341,106173,CHKN SAUSAGE,12/3 LBS    9T5H    SL90,CHKN SAUSAGE 12/3 LBS    9T5H    SL90,14.99
2023-12-21,21133401001572312211341,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,23.99
2023-12-21,21133401001572312211341,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2023-12-21,21133401001572312211341,1183857,ZIPLOC VTY,166CT 2/35 G 2/48 Q  P160,ZIPLOC VTY 166CT 2/35 G 2/48 Q  P160,16.99
2023-12-21,21133401001572312211341,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
2025-04-27,21133401103642504271633,1891634,SALMON BITES,CS9 T6H6 SL28,SALMON BITES CS9 T6H6 SL28,15.99
2025-04-27,21133401103642504271633,1363689,TURKEY BACON,COLUMBUS SL30 T6H5 P300,TURKEY BACON COLUMBUS SL30 T6H5 P300,14.99
2025-04-27,21133401103642504271633,5938,POTATOES,4.54 KG / 10 LB,POTATOES 4.54 KG / 10 LB,6.99
2025-04-27,21133401103642504271633,21046,TOMATO MEDLE,,,5.29
2025-04-27,21133401103642504271633,96716,ORG SPINACH,453 G / 16 OZ,ORG SPINACH 453 G / 16 OZ,4.49
2025-04-27,21133401103642504271633,1199652,BUTER CROISS,,,5.99
2025-04-27,21133401103642504271633,1760836,LODGE GRILL,FY25 P96,LODGE GRILL FY25 P96,24.99
2025-04-27,21133401103642504271633,947880,HF NAT TRKEY,T6H4P216  SL30,HF NAT TRKEY T6H4P216  SL30,12.89
2025-04-27,21133401103642504271633,703381,CHEDDAR SLCS,T10H5  SL120,CHEDDAR SLCS T10H5  SL120,7.99
2025-04-27,21133401103642504271633,1259351,GULFSHRIMP,SHRIMP 2LBS T6H6 C16 P576,GULFSHRIMP SHRIMP 2LBS T6H6 C16 P576,17.79
2025-04-27,21133401103642504271633,1462714,KS ORG A2 PR,3/64OZ SL30 33X4 P132,KS ORG A2 PR 3/64OZ SL30 33X4 P132,10.76
2025-04-27,21133401103642504271633,1451835,ANDOUILLE SG,CKN SSG 12/40Z 8T7H SL40,ANDOUILLE SG CKN SSG 12/40Z 8T7H SL40,14.99
2025-04-27,21133401103642504271633,6659,4LB HONYCRSP,,,11.99
2025-04-27,21133401103642504271633,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2025-04-27,21133401103642504271633,27003,STRAWBERRIES,908 G / 2 LB,STRAWBERRIES 908 G / 2 LB,4.99
2025-04-27,21133401103642504271633,1830455,KS BAGUETTE,,,4.99
2025-04-27,21133401103642504271633,44478,BEEF RIB EYE,BONELESS  USDA CHOICE,BEEF RIB EYE BONELESS  USDA CHOICE,15.99
2025-04-27,21133401103642504271633,1331709,AVOCADO OIL,CHOSEN FOODS C8T10H4P320,AVOCADO OIL CHOSEN FOODS C8T10H4P320,23.79
2025-04-27,21133401103642504271633,720650,MINI CUKES,680 G / 1.5 LB,MINI CUKES 680 G / 1.5 LB,5.99
2025-04-27,21133401103642504271633,61576,SWEET POTATO,5 LBS,SWEET POTATO 5 LBS,4.89
2025-04-27,21133401103642504271633,1773119,**CHARMIN**,30/213 SHEET 835SQFT P30,**CHARMIN** 30/213 SHEET 835SQFT P30,30.89
2025-04-27,21133401103642504271633,842994,ORG MANGOS,,,8.99
2025-04-27,21133401103642504271633,1011378,CHICK PEAS,P240 SL1095,CHICK PEAS P240 SL1095,7.99
2025-04-27,21133401103642504271633,316689,BRN RICE RMN,850G LOTUS FOODS P240,BRN RICE RMN 850G LOTUS FOODS P240,8.99
2025-04-27,21133401103642504271633,595006,TZATZIKI DIP,12/32 OZ   7T6H   SL50,TZATZIKI DIP 12/32 OZ   7T6H   SL50,7.89
2025-04-27,21133401103642504271633,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,6.99
2025-04-27,21133401103642504271633,7552,WILD ALBACOR,SL360           P528,WILD ALBACOR SL360           P528,15.99
2025-04-27,21133401103642504271633,351890,/7552,,,0
2024-08-03,21133412301372408031602,1820753,FRUITCHEERIO,P=140 SL149,FRUITCHEERIO P=140 SL149,9.79
2024-08-03,21133412301372408031602,1593426,KOSHER SALT,P540 T9H5,KOSHER SALT P540 T9H5,2.89
2024-04-28,21133400700352404281027,1267000,KS SALMON,SL30 CHILEAN SLMN 10X5,KS SALMON SL30 CHILEAN SLMN 10X5,22.99
2024-04-28,21133400700352404281027,60357,MIXED PEPPER,6-PACK,MIXED PEPPER 6-PACK,7.39
2024-04-28,21133400700352404281027,647465,AVOCADOS,6 COUNT,AVOCADOS 6 COUNT,7.49
2024-04-28,21133400700352404281027,2619,ORG BANANAS,3 LB / 1.36 KG,ORG BANANAS 3 LB / 1.36 KG,2.19
2024-04-28,21133400700352404281027,25107,GRLCPEPWINGS,PARTY WINGS,GRLCPEPWINGS PARTY WINGS,3.99
2024-04-28,21133400700352404281027,756053,KS MED ROAST,GROUND COFFEE  SL365 P216,KS MED ROAST GROUND COFFEE  SL365 P216,12.99
2024-04-28,21133400700352404281027,1136340,3LB ORG GALA,,,4.49
2024-04-28,21133400700352404281027,47292,SOCK SALMON,FILLET PREVIOUSLY FROZEN,SOCK SALMON FILLET PREVIOUSLY FROZEN,9.99
2024-04-28,21133400700352404281027,260509,POLYO STRCHZ,10/48Z P450 T9H5     SL45,POLYO STRCHZ 10/48Z P450 T9H5     SL45,11.49
2024-04-28,21133400700352404281027,5623,BROCCOLI,1.36 KG / 3 LB,BROCCOLI 1.36 KG / 3 LB,6.99
2024-04-28,21133400700352404281027,2585,HYDRO STRAW,2LB / 907 G,HYDRO STRAW 2LB / 907 G,8.49
2024-04-28,21133400700352404281027,8424,THAI CHILI,SALAD KIT 2PK,THAI CHILI SALAD KIT 2PK,7.99
2024-04-28,21133400700352404281027,4102,"8"" TORTILLAS",SL10  70OZ,"8"" TORTILLAS SL10  70OZ",5.99
2024-04-28,21133400700352404281027,427381,KS ORG EGGS,GRADE AA  P360/300  SL26,KS ORG EGGS GRADE AA  P360/300  SL26,7.59
2024-04-28,21133400700352404281027,1798566,AVO OIL CHIP,BOULDER CANYON P120 SL182,AVO OIL CHIP BOULDER CANYON P120 SL182,6.59
2024-04-28,21133400700352404281027,993449,ORGANIC PSTA,ORGANIC PASTA SL365  P144,ORGANIC PSTA ORGANIC PASTA SL365  P144,9.89
2024-04-28,21133400700352404281027,1364689,KS ORG WH MK,3/64 SL30 T33H4 P132,KS ORG WH MK 3/64 SL30 T33H4 P132,11.99
2024-04-28,21133400700352404281027,21046,TOMATO MEDLE,,,6.59
2024-04-28,21133400700352404281027,568915,ORG CUCUMBER,,,5.99
2024-04-28,21133400700352404281027,22967,ORGNC BS THG,FRESH SADDLEPACK,ORGNC BS THG FRESH SADDLEPACK,5.99
2024-04-28,21133400700352404281027,983491,CRUNCHY BUTR,CRUNCHY TX480  P600 SL365,CRUNCHY BUTR CRUNCHY TX480  P600 SL365,14.99
2024-04-28,21133400700352404281027,1391546,BAGEL CHIPS,SCHWARTZ 425G P324 SL90,BAGEL CHIPS SCHWARTZ 425G P324 SL90,7.99
2024-04-28,21133400700352404281027,38742,SWEET CORN,8 PACK,SWEET CORN 8 PACK,6.99
